Filename,Steering Angle
captured_images/2024-06-20 21-53-24-316.png,-1.1754092314619005e-15
captured_images/2024-06-20 21-53-24-954.png,-8.474229895377262e-12
captured_images/2024-06-20 21-53-25-195.png,6.155423393511788e-11
captured_images/2024-06-20 21-53-25-283.png,1.03399564813493e-10
captured_images/2024-06-20 21-53-25-484.png,2.1638491769517375e-10
captured_images/2024-06-20 21-53-25-689.png,-1.0835041091033616e-11
captured_images/2024-06-20 21-53-25-884.png,-1.8499439389246517e-11
captured_images/2024-06-20 21-53-26-137.png,-2.1147758247550482e-11
captured_images/2024-06-20 21-53-26-388.png,-2.5324848640720948e-11
captured_images/2024-06-20 21-53-26-633.png,6.6565701867408605e-12
captured_images/2024-06-20 21-53-26-813.png,2.3807039045625594e-10
captured_images/2024-06-20 21-53-27-057.png,2.4559290941966013e-10
captured_images/2024-06-20 21-53-27-321.png,0.04491610168161636
captured_images/2024-06-20 21-53-27-571.png,0.05828262908222731
captured_images/2024-06-20 21-53-27-750.png,0.00784973304189509
captured_images/2024-06-20 21-53-28-048.png,0.0010301872236270471
captured_images/2024-06-20 21-53-28-303.png,0.00014376177833438615
captured_images/2024-06-20 21-53-28-536.png,0.06056651698046815
captured_images/2024-06-20 21-53-28-652.png,0.09207813662893913
captured_images/2024-06-20 21-53-28-878.png,0.02636314690995803
captured_images/2024-06-20 21-53-29-119.png,-0.013942081583178178
captured_images/2024-06-20 21-53-29-283.png,-0.08292841103524272
captured_images/2024-06-20 21-53-29-524.png,-0.023167256049204093
captured_images/2024-06-20 21-53-29-774.png,-0.0032732548497701247
captured_images/2024-06-20 21-53-30-021.png,-0.06676058072545873
captured_images/2024-06-20 21-53-30-200.png,-0.010321718682772454
captured_images/2024-06-20 21-53-30-444.png,0.040206891046276644
captured_images/2024-06-20 21-53-30-727.png,0.016452752601592673
captured_images/2024-06-20 21-53-30-947.png,-0.05161866966003991
captured_images/2024-06-20 21-53-31-033.png,-0.050768686846892626
captured_images/2024-06-20 21-53-31-273.png,-0.008154344080519078
captured_images/2024-06-20 21-53-31-444.png,0.029809878738992372
captured_images/2024-06-20 21-53-31-679.png,0.00877897421739357
captured_images/2024-06-20 21-53-31-928.png,0.05534289003450913
captured_images/2024-06-20 21-53-32-178.png,0.00980171747141603
captured_images/2024-06-20 21-53-32-362.png,0.0013157810132922634
captured_images/2024-06-20 21-53-32-612.png,0.0001921512041000673
captured_images/2024-06-20 21-53-32-870.png,2.5697853313192446e-05
captured_images/2024-06-20 21-53-33-113.png,-0.01070002798454712
captured_images/2024-06-20 21-53-33-279.png,-0.00163028193895266
captured_images/2024-06-20 21-53-33-519.png,-0.0002036029992965073
captured_images/2024-06-20 21-53-33-818.png,-3.3198899515996685e-05
captured_images/2024-06-20 21-53-34-031.png,-3.653355959903528e-06
captured_images/2024-06-20 21-53-34-134.png,-7.003488627663153e-07
captured_images/2024-06-20 21-53-34-362.png,-6.014762902736461e-08
captured_images/2024-06-20 21-53-34-598.png,-1.6438685278412584e-08
captured_images/2024-06-20 21-53-34-770.png,-2.1256408710022257e-09
captured_images/2024-06-20 21-53-35-014.png,-6.869704817506854e-10
captured_images/2024-06-20 21-53-35-266.png,8.415424644927858e-10
captured_images/2024-06-20 21-53-35-498.png,1.1001451883358434e-09
captured_images/2024-06-20 21-53-35-689.png,1.5629847333952126e-10
captured_images/2024-06-20 21-53-35-928.png,-1.0241838040115865e-09
captured_images/2024-06-20 21-53-36-181.png,-1.2285814869871465e-09
captured_images/2024-06-20 21-53-36-422.png,-2.46968923909848e-10
captured_images/2024-06-20 21-53-36-602.png,9.167754545810747e-10
captured_images/2024-06-20 21-53-36-854.png,1.0724573514696127e-09
captured_images/2024-06-20 21-53-37-137.png,6.061009557009657e-11
captured_images/2024-06-20 21-53-37-372.png,-1.0840655287175248e-09
captured_images/2024-06-20 21-53-37-526.png,-1.190805432372608e-09
captured_images/2024-06-20 21-53-37-769.png,-1.502134010373737e-10
captured_images/2024-06-20 21-53-38-024.png,9.736254313118855e-10
captured_images/2024-06-20 21-53-38-270.png,1.0312347423198024e-09
captured_images/2024-06-20 21-53-38-444.png,-3.653415124278113e-11
captured_images/2024-06-20 21-53-38-685.png,-1.137790501567065e-09
captured_images/2024-06-20 21-53-38-937.png,-1.1461554817709087e-09
captured_images/2024-06-20 21-53-39-167.png,-5.282909725605397e-11
captured_images/2024-06-20 21-53-39-355.png,1.0241440839576305e-09
captured_images/2024-06-20 21-53-39-601.png,9.832148370655516e-10
captured_images/2024-06-20 21-53-39-856.png,-1.3400376248212247e-10
captured_images/2024-06-20 21-53-40-136.png,-1.1850212252106722e-09
captured_images/2024-06-20 21-53-40-299.png,-1.0948285489370216e-09
captured_images/2024-06-20 21-53-40-576.png,4.456968843539454e-11
captured_images/2024-06-20 21-53-40-816.png,1.068016240597166e-09
captured_images/2024-06-20 21-53-41-052.png,9.286661455229874e-10
captured_images/2024-06-20 21-53-41-219.png,-2.3119556218105096e-10
captured_images/2024-06-20 21-53-41-470.png,-1.2254673839694973e-09
captured_images/2024-06-20 21-53-41-725.png,-0.04609233730650343
captured_images/2024-06-20 21-53-41-972.png,-0.024986562740888507
captured_images/2024-06-20 21-53-42-146.png,-0.003930812800236433
captured_images/2024-06-20 21-53-42-394.png,-0.0004636588497740101
captured_images/2024-06-20 21-53-42-640.png,-8.460246780715922e-05
captured_images/2024-06-20 21-53-42-886.png,-7.1042077918099e-06
captured_images/2024-06-20 21-53-43-066.png,-2.0836857576707213e-06
captured_images/2024-06-20 21-53-43-359.png,-0.030740323264827566
captured_images/2024-06-20 21-53-43-525.png,-0.02906680799685078
captured_images/2024-06-20 21-53-43-669.png,-0.004710894830931344
captured_images/2024-06-20 21-53-43-907.png,-0.0580818961972773
captured_images/2024-06-20 21-53-44-153.png,-0.08899792603651
captured_images/2024-06-20 21-53-44-395.png,-0.09401566459736045
captured_images/2024-06-20 21-53-44-583.png,-0.09456164945662707
captured_images/2024-06-20 21-53-44-832.png,-0.09464088066190313
captured_images/2024-06-20 21-53-45-087.png,-0.05217879723347667
captured_images/2024-06-20 21-53-45-341.png,-0.032644996857242634
captured_images/2024-06-20 21-53-45-528.png,-0.08428567458242289
captured_images/2024-06-20 21-53-45-772.png,-0.019630323757218134
captured_images/2024-06-20 21-53-46-072.png,-0.060174668459476416
captured_images/2024-06-20 21-53-46-302.png,-0.02186514420521428
captured_images/2024-06-20 21-53-46-581.png,-0.0608820581721289
captured_images/2024-06-20 21-53-46-850.png,-0.08918882449077475
captured_images/2024-06-20 21-53-46-907.png,-0.09414255357055284
captured_images/2024-06-20 21-53-47-049.png,-0.0945686162065863
captured_images/2024-06-20 21-53-47-274.png,-0.06959928188299613
captured_images/2024-06-20 21-53-47-529.png,-0.020322219437200823
captured_images/2024-06-20 21-53-47-778.png,-0.05089378713831347
captured_images/2024-06-20 21-53-47-961.png,-0.05860453975925671
captured_images/2024-06-20 21-53-48-201.png,-0.08849915275370049
captured_images/2024-06-20 21-53-48-458.png,-0.07619201141769294
captured_images/2024-06-20 21-53-48-717.png,-0.011875725803178347
captured_images/2024-06-20 21-53-48-904.png,-0.01885873074067147
captured_images/2024-06-20 21-53-49-148.png,-0.08254042684414828
captured_images/2024-06-20 21-53-49-391.png,-0.09303288951044436
captured_images/2024-06-20 21-53-49-650.png,-0.02268777307120747
captured_images/2024-06-20 21-53-49-827.png,-0.0031627861422125554
captured_images/2024-06-20 21-53-50-127.png,0.01694467702448892
captured_images/2024-06-20 21-53-50-290.png,0.08223832903509794
captured_images/2024-06-20 21-53-50-481.png,0.041527993751559106
captured_images/2024-06-20 21-53-50-664.png,0.0064478904449543975
captured_images/2024-06-20 21-53-50-913.png,-0.01778281557816571
captured_images/2024-06-20 21-53-51-159.png,-0.002850306498024177
captured_images/2024-06-20 21-53-51-329.png,-0.0247562447777336
captured_images/2024-06-20 21-53-51-578.png,-0.016378382102351437
captured_images/2024-06-20 21-53-51-822.png,-0.0025335769184627022
captured_images/2024-06-20 21-53-52-076.png,-0.00030030108566549726
captured_images/2024-06-20 21-53-52-254.png,-5.4488015676867665e-05
captured_images/2024-06-20 21-53-52-485.png,-4.5951793743410066e-06
captured_images/2024-06-20 21-53-52-734.png,-1.3475025965213514e-06
captured_images/2024-06-20 21-53-52-981.png,-3.190809283760636e-08
captured_images/2024-06-20 21-53-53-162.png,-4.427115057944849e-08
captured_images/2024-06-20 21-53-53-413.png,7.727033055895348e-09
captured_images/2024-06-20 21-53-53-687.png,6.3333237008700155e-09
captured_images/2024-06-20 21-53-53-915.png,3.071809081612827e-09
captured_images/2024-06-20 21-53-54-005.png,-5.2510507419661016e-09
captured_images/2024-06-20 21-53-54-240.png,-7.967317313380266e-09
captured_images/2024-06-20 21-53-54-414.png,-2.6932703413241383e-09
captured_images/2024-06-20 21-53-54-659.png,5.279326444722521e-09
captured_images/2024-06-20 21-53-54-903.png,7.779202331404233e-09
captured_images/2024-06-20 21-53-55-158.png,2.2564683202838244e-09
captured_images/2024-06-20 21-53-55-407.png,-5.642913511694637e-09
captured_images/2024-06-20 21-53-55-609.png,-7.843017821015783e-09
captured_images/2024-06-20 21-53-55-835.png,-2.095671457615974e-09
captured_images/2024-06-20 21-53-56-086.png,5.722556398051204e-09
captured_images/2024-06-20 21-53-56-296.png,7.618955572538347e-09
captured_images/2024-06-20 21-53-56-503.png,1.6558296038818564e-09
captured_images/2024-06-20 21-53-56-827.png,-6.0696773236306365e-09
captured_images/2024-06-20 21-53-57-020.png,-7.659699842928779e-09
captured_images/2024-06-20 21-53-57-155.png,-1.4897439314786013e-09
captured_images/2024-06-20 21-53-57-381.png,6.13159194181828e-09
captured_images/2024-06-20 21-53-57-624.png,7.412989818040996e-09
captured_images/2024-06-20 21-53-57-856.png,1.0454945643920676e-09
captured_images/2024-06-20 21-53-58-049.png,-6.460374992565542e-09
captured_images/2024-06-20 21-53-58-287.png,-7.4313868833629905e-09
captured_images/2024-06-20 21-53-58-543.png,-8.759122358645157e-10
captured_images/2024-06-20 21-53-58-756.png,6.503370771614253e-09
